Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Mora County, NM","35033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moore County, TX","48341","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moore County, TN","47127","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moore County, NC","37125","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moody County, SD","46101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montrose County, CO","08085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montour County, PA","42093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montmorency County, MI","26119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, VA","51121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, TX","48339","17","2.4"
"Tuberculosis","2023","Montgomery County, TN","47125","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, PA","42091","18","2.1"
"Tuberculosis","2023","Montgomery County, OH","39113","8","1.5"
"Tuberculosis","2023","Montgomery County, NY","36057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, NC","37123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, MS","28097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, MO","29139","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, MD","24031","67","6.3"
"Tuberculosis","2023","Montgomery County, KY","21173","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, KS","20125","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, IN","18107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, IL","17135","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, IA","19137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, GA","13209","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, AR","05097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montgomery County, AL","01101","8","3.6"
"Tuberculosis","2023","Montezuma County, CO","08083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monterey County, CA","06053","27","6.3"
"Tuberculosis","2023","Montcalm County, MI","26117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Montague County, TX","48337","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, WV","54063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, WI","55081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, TN","47123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, PA","42089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, OH","39111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, NY","36055","6","0.8"
"Tuberculosis","2023","Monroe County, MS","28095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, MO","29137","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, MI","26115","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, KY","21171","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, IN","18105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, IL","17133","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, IA","19135","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, GA","13207","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, FL","12087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, AR","05095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monroe County, AL","01099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monongalia County, WV","54061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monona County, IA","19133","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mono County, CA","06051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Monmouth County, NJ","34025","10","1.6"
"Tuberculosis","2023","Moniteau County, MO","29135","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mohave County, AZ","04015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moffat County, CO","08081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Modoc County, CA","06049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Moca Municipio, PR","72099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mobile County, AL","01097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mitchell County, TX","48335","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mitchell County, NC","37121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mitchell County, KS","20123","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mitchell County, IA","19131","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mitchell County, GA","13205","Data suppressed","Data suppressed"
"Tuberculosis","2023","Missoula County, MT","30063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mississippi County, MO","29133","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mississippi County, AR","05093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Missaukee County, MI","26113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Minnehaha County, SD","46099","6","2.9"
"Tuberculosis","2023","Minidoka County, ID","16067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mingo County, WV","54059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mineral County, WV","54057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mineral County, NV","32021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mineral County, MT","30061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mineral County, CO","08079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miner County, SD","46097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Milwaukee County, WI","55079","18","2.0"
"Tuberculosis","2023","Mills County, TX","48333","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mills County, IA","19129","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miller County, MO","29131","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miller County, GA","13201","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miller County, AR","05091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mille Lacs County, MN","27095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Millard County, UT","49027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Milam County, TX","48331","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mifflin County, PA","42087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Midland County, TX","48329","Data suppressed","Data suppressed"
"Tuberculosis","2023","Midland County, MI","26111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Middlesex County, VA","51119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Middlesex County, NJ","34023","67","7.8"
"Tuberculosis","2023","Middlesex County, MA","25017","59","3.6"
"Tuberculosis","2023","Middlesex County, CT","09007","Data suppressed","Data not available"
"Tuberculosis","2023","Miami-Dade County, FL","12086","135","5.0"
"Tuberculosis","2023","Miami County, OH","39109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miami County, KS","20121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Miami County, IN","18103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Metcalfe County, KY","21169","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mesa County, CO","08077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Merrimack County, NH","33013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Merrick County, NE","31121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meriwether County, GA","13199","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, WV","54055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, PA","42085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, OH","39107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, NJ","34021","15","3.9"
"Tuberculosis","2023","Mercer County, ND","38057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, MO","29129","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, KY","21167","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mercer County, IL","17131","Data suppressed","Data suppressed"
"Tuberculosis","2023","Merced County, CA","06047","10","3.4"
"Tuberculosis","2023","Menominee County, WI","55078","Data suppressed","Data suppressed"
"Tuberculosis","2023","Menominee County, MI","26109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Menifee County, KY","21165","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mendocino County, CA","06045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Menard County, TX","48327","Data suppressed","Data suppressed"
"Tuberculosis","2023","Menard County, IL","17129","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mellette County, SD","46095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meigs County, TN","47121","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meigs County, OH","39105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meeker County, MN","27093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Medina County, TX","48325","Data suppressed","Data suppressed"
"Tuberculosis","2023","Medina County, OH","39103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mecosta County, MI","26107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mecklenburg County, VA","51117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mecklenburg County, NC","37119","37","3.2"
"Tuberculosis","2023","Meagher County, MT","30059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meade County, SD","46093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meade County, KY","21163","Data suppressed","Data suppressed"
"Tuberculosis","2023","Meade County, KS","20119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcpherson County, SD","46089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcpherson County, NE","31117","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcpherson County, KS","20113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcnairy County, TN","47109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcmullen County, TX","48311","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcminn County, TN","47107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcleod County, MN","27085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mclennan County, TX","48309","6","2.2"
"Tuberculosis","2023","Mclean County, ND","38055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mclean County, KY","21149","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mclean County, IL","17113","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mckinley County, NM","35031","5","7.3"
"Tuberculosis","2023","Mckenzie County, ND","38053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mckean County, PA","42083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcintosh County, OK","40091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcintosh County, ND","38051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcintosh County, GA","13191","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mchenry County, ND","38049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mchenry County, IL","17111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcduffie County, GA","13189","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcdowell County, WV","54047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcdowell County, NC","37111","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcdonough County, IL","17109","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcdonald County, MO","29119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccurtain County, OK","40089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcculloch County, TX","48307","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccreary County, KY","21147","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccracken County, KY","21145","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccormick County, SC","45065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccook County, SD","46087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mccone County, MT","30055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mcclain County, OK","40087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mayes County, OK","40097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mayagüez Municipio, PR","72097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Maverick County, TX","48323","15","26.0"
"Tuberculosis","2023","Maury County, TN","47119","Data suppressed","Data suppressed"
"Tuberculosis","2023","Maunabo Municipio, PR","72095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Maui County, HI","15009","15","9.1"
"Tuberculosis","2023","Mathews County, VA","51115","Data suppressed","Data suppressed"
"Tuberculosis","2023","Matanuska-Susitna Borough, AK","02170","Data suppressed","Data not available"
"Tuberculosis","2023","Matagorda County, TX","48321","Data suppressed","Data suppressed"
"Tuberculosis","2023","Massac County, IL","17127","Data suppressed","Data suppressed"
"Tuberculosis","2023","Mason County, WV","54053","Data suppressed","Data suppressed"
